term,HR,CI_lower,CI_upper,p_value
niacin_q2,1.0420621437398785,0.9233803940149068,1.175998016044318,0.5042285947381782
niacin_q3,1.1150271110876138,0.9869142283502983,1.2597705279197722,0.0803882126573265
niacin_q4,1.227154076876874,1.0827931690575667,1.3907615705649792,0.00134753942126849
